(3 Pack) Dole Tropical Fruit in Light Syrup & Passion Fruit Juice 15.25 oz. Can,,4.5,214 ratings,"Price Per Unit: $0.09/oz Total Count: 3 Enjoy the delicious flavor of sun-ripened Dole Tropical Fruit at any time. It comes in a light syrup that is mixed with passion fruit juice. Rich in nutrition, Dole canned fruit gives you healthy energy so you feel refreshed and ready to shine. It is suitable to have with your breakfast, in between meals, with lunch or as a dessert.  Dole Tropical Fruit in Light Syrup & Passion Fruit Juice: Feel revitalized with the fresh taste of sun-ripened Dole fruit Dole fruit is rich in nutrients Gluten free Kosher Enjoy with breakfast, as a snack or after a meal Has a delicious flavor"
"On The Border Monterey Jack Queso, 15.5-Ounce",,4.4,111 ratings,"Enjoy a creamy, cheesy Monterey Jack queso blend with a tasty Tex-Mex kick when you try On The Border Monterey Jack Queso! We make our thick and creamy queso with real cheeses and a delicious blend of bell peppers and tomatoes for a mild-heat dip that's perfect with our On The Border Tortilla Chips. Our Monterey Jack Queso is gluten-free, has no added sugar, and contains no artificial flavors. On The Border quesos are perfect for a game-day spread or a quick snack. Try this great-tasting queso that gives you the rich and creamy flavor that you crave! At On The Border, making delicious, authentic chips, salsas, and quesos is our passion. We choose every ingredient purposefully and craft them slowly with care to make the kind of food that says: Take a break. Kick back. Pop open a bag and enjoy life's little moments. It's better On The Border! Diced jalapenos, bell peppers, and tomatoes for just the right kick Gluten-free and vegetarian Free of added sugar and artificial flavors A perfect pairing with On The Border Tortilla Chips Mild heat Monterey Jack queso with a creamy texture and a satisfying flavor"
"(4 Pack) BUSH'S Maple and Cured Bacon Baked Beans, 28 oz.",,4.5,296 ratings,"BUSH’S Baked Beans are 98% fat free Gluten-free canned baked beans For a take on our Original Baked Beans with just a hint of sweetness, try BUSH’S Maple & Cured Bacon Baked Beans. From the day we started producing our Secret Family Recipe, BUSH’S Baked Beans have been delicious, hearty, yet simple-to-prepare. At home, camping out, enhancing the summer barbecue, or weathering a cold winter, people have been making meals with baked beans for decades using the best canned baked beans available. Because BUSH’S Maple & Cured Bacon Baked Beans are seasoned with a unique blend of spices to create a taste explosion all on their own, they can be a meal unto themselves. On-the-go families know a quick, hearty bowl of baked beans from the can to the stovetop or microwave will help complete their meal, providing energy along the way. There’s a reason BUSH’S Baked Beans have accompanied summer barbecues and tailgates for decades: BUSH’S Maple & Cured Bacon Baked Beans are the ultimate side dish to complement burgers and hotdogs. These nutritious, tender beans are slow-simmered with maple cured bacon, a touch of real maple syrup and seasonings. Just crack them open, heat them up, and grab a spoon. For new ideas on how to cook with BUSH’S Baked Beans, look no further than our website, which offers tasty, satisfying recipes to help you make the best baked bean dishes ever. Find your next hit family recipe! Check out our Bacon Wrapped Bratwursts, Breakfast Egg and Bean Burritos, or Mini Frank & Bean Wraps. So, get on board with the one with just a hint of sweetness! BUSH’S Maple & Cured Bacon Baked Beans can be enjoyed with friends and family as a savory side dish, or a hearty ingredient to enhance your favorite recipes or a quick meal on the go – the choice is yours. BUSH’S Maple & Cured Bacon Baked Beans. The classic original with maple syrup. About BUSH’S BUSH’S is all about family, friends that feel like family, and a certain Secret Family Recipe. Since we got our start over 100 years ago in Chestnut Hill, Tennessee, BUSH’S has always maintained that quality is the best policy. We pursue excellence and exceptional taste in our beans, sauces, and everything we do. BUSH’S. Sharing the goodness of beans in the company of friends. 98 percent fat free 7 grams of dietary fiber per serving Benefits of beans include being a source of iron Canned baked beans make for a quick and easy family meal"
"Contadina Pizza Squeeze Original Pizza Sauce, 15 oz squeeze bottle",,4.6,113 ratings,"Layer-up the flavor with the Contadina Pizza Squeeze Original Pizza Sauce. It comes in a convenient squeeze bottle. Spread this Contadina pizza sauce onto the pizza crust of your choice, such as frozen pizza crust or cauliflower pizza crust for a healthier option. Create a supreme pizza, cheese pizza, pepperoni pizza and more. Enriched with vitamin A, vitamin C, calcium and iron, the tomato pizza sauce comes with enough sauce for any size pizza. Contadina Pizza Squeeze Original Pizza Sauce 15 oz Squeeze Bottle: Type of sauce: pizza Contadina pizza sauce comes in a squeeze bottle Roma style tomatoes  Tomato pizza sauce is packed in the USA Great as a topping for your favorite pizza shell or snack crackers Contadina pizza sauce is non-GMO Has 30 calories per serving Contains 7 servings per bottle Makes creating your own pizza fast and easy Can be used for any size pizza Tomato pizza sauce comes with vitamin A, vitamin C, calcium and iron Ingredients: tomato puree, sugar, sea salt, onion powder, spices, garlic powder, carrot fiber and more"
"OREO Chocolate Sandwich Cookies, Party Size, 25.5 oz",,4.7,131 ratings,"Take a delicious break with OREO Chocolate Sandwich Cookies, America's favorite sandwich cookie for over 100 years. Supremely dunkable, OREO cookies sandwich a rich creme filling between the bold taste of two chocolate wafers--making them milk's favorite cookie. Original OREO chocolate sandwich cookies are great for serving as a dessert or as party snacks at your next gathering or for packing for lunch at school or work. You can even mix these OREO snacks into your favorite dessert recipe for something a little extra special. The resealable OREO packages with easy-pull tab keep chocolate cookies fresh and is great for snacking, sharing, or traveling. Grab a OREO cookies party size package so you're ready for any snacking occasion. One 25.5 oz party size package of OREO Chocolate Sandwich Cookies Chocolate wafers filled with original OREO creme make great afternoon snacks Sandwich cookies are supremely dunkable cookies for children and adults Packages of party size cookies are great for sharing and entertaining Resealable package helps keep snack cookies fresh Kosher OREO sandwich cookies are always made with real cocoa Grab a pack of these sweet snacks so you're ready for any snacking occasion"
"(2 Pack) Sunkist Orange Soda, 12 Fl Oz Cans, 12 Ct",,4.7,186 ratings,"Relax and soak up the taste of the sun with Sunkist Soda. Sunkist Soda beams with bold, sweet orange flavor and refreshes the moment you taste it. Enjoy Sunkist Soda anytime or mix with ice cream for delicious orange floats that everyone can enjoy. Sunkist Soda is the perfect drink to have for special celebrations because there is a flavor for everyone. Gear up for good times with the bright taste of Sunkist Soda. SUNKIST is a registered trademark of Sunkist Growers, Inc., USA used under license by Dr Pepper/Seven Up, Inc. ©2019 Sunkist Growers, Inc. and Dr Pepper/Seven Up, Inc.Bold, tangy orange taste Enjoy Sunkist Soda anytime or mix with ice cream for delicious orange floats Orange soda Great for celebrations"
"CHIPS AHOY! Chunky Chocolate Chip Cookies, 18 oz",,4.6,180 ratings,"CHIPS AHOY! Chunky Chocolate Chip Cookies are the CHIPS AHOY! cookies you know and love, made with real chunks of chocolate and baked until perfectly crunchy. Enjoy the comforting taste of these chocolate chunk cookies that are sure to become a household favorite treat. Make lunches at school or work more exciting by including CHIPS AHOY! chocolate chip cookies, or serve as birthday cookies for a last minute party. Regardless of the occasion, these crunchy cookies make a simply delicious treat or dessert. The lift tab makes this package of CHIPS AHOY! bulk cookies easy to open and close for convenient storage. One 18 oz package of CHIPS AHOY! Chunky Chocolate Chip Cookies Snack cookies made with real chocolate chunks Baked until perfectly crunchy Enjoy these chocolate chunk cookies as a treat at school, work or home Perfect for sharing with friends and family or enjoying on your own"
"(4 Pack) McCormick Chicken Gravy Mix, 0.87 oz",,4.7,43 ratings,"Delicious homemade gravy in just 5 minutes. Made with Natural Spices and no artificial flavors, this meaty, lump-free gravy is a hit. Serve over chicken, roasts, potatoes, stuffing and more. Gravy without the FussMcCormick Gravy Mixes deliver delicious homemade gravy with ease. Made with natural herbs and expertly blended spices, this gravy adds hearty and savory flavor to poultry, vegetables, meats and potatoes. And with no artificial flavors, colors or MSG, you can serve it up without the guilt. Just add one packet of the mix and a cup of water into a saucepan, stir, heat and serve. Its that easy and simply scrumptious.Real Food Made EasyMcCormick Recipe Mixes provide your family with real food made easy. With McCormick Recipe Mixes, each flavorful meal is made with natural herbs and spices that don't contain any MSG or artificial flavors or colors. Our expertly blended spice mixes, including Turkey Gravy, Brown Gravy, Chicken Gravy and Au Jus, remove the guesswork. Gravies Chicken Gravy Mix, 0.87 oz: 0.87 McCormick gravy Easy to make"
"Kit Kat, Halloween Crisp Wafer in Milk Chocolate Snack Size Candy Bars, 10.78 Oz.",,4.5,93 ratings,"Trick-or-treaters will scream for this delicious combination of smooth milk chocolate and light crispy wafers, and they're not the only ones. After Halloween, you'll have plenty of snack size KIT KAT® Wafer Bars left over for snacking, baking and stocking your candy bowls, so feel free to let out a howl of your own! These classic chocolate and wafer candy bars are the perfect way to celebrate all year long, and you'll never run out of clever ways to use them. Add them to your most daring baked goods, include a few in your lunches, keep your office candy dish stocked with a treat everyone will love or simply store this bag at home for your everyday snacking needs and favorite special occasions. Individually wrapped and ready to go when you are, these kosher milk chocolate KIT KAT® minis will delight your taste buds no matter when you decide to unwrap and enjoy them. Kit Kat, Halloween Crisp Wafer in Milk Chocolate Snack Size Candy Bars, 10.78 Oz.: Perfect for Halloween or everyday snacking Delicious on their own or as edible party decor and favors Layers of crisp wafers covered in milk chocolate Kosher candy bars"
"Brach's Halloween Classic Candy Corn Bag, 44 Oz",,3.9,93 ratings,"The original sweet, tri-colored treat. Our classic delivers on the iconic, unique rich texture and real-honey flavor Candy Corn connoisseurs stand by. That's what makes us America's #1 Candy Corn.CANDY CORN: It wouldn't be Halloween without candy corn, and Brach's Candy Corn adds to the festivities with candy Harvest Corn. Great for baking or for the perfect seasonal candy dish. SWEET TREATS FROM BRACHS: Candy corn to jelly beans, chocolate to butterscotch, gummy bears to peppermints—whatever your favorite sweet treat is, Brach's Candy makes every moment special. HOLIDAY CANDY FROM BRACH'S: Sweeten the season with Brach's holiday candy, from individually wrapped bulk candy for Tricker Treating, to classic candy corn or pumpkins, to our autumn mix & football candy corn. MAKE ANY DAY SWEETER: From kid's birthday parties or gift bags, to Halloween candy for tricker-treaters, to a sweet treat in a busy day, Brach's makes every day sweeter. BRACH'S MADE TO SHARE: Brach's Candy has something sure to please everyone's sweet tooth, from classic hard candy to sugar-free to chocolate to gummy candy. Share a little or a lot & make your memories sweeter."
"Kool-Aid Jammers Tropical Punch, Grape & Cherry Variety Pack, 30 ct. Box",,4.5,30 ratings,"The Kool-Aid Jammers Variety Pack delivers fun flavors to your favorite kids juice drinks! Our delicious variety pack has 30 pouches, including 10 Tropical Punch, 10 Grape, and 10 Cherry artificially flavored pouches. Packed in a convenient drink pouch, kids can enjoy this fun drink at home, at the beach, or packed in their school lunches. Each pouch contains 55% less sugar than leading regular sodas, making them a great fruit-flavored drink for kids. Add our flavorful kids drinks to your back to school supplies list. Available in a rainbow of flavors! One 30 ct. box of Kool-Aid Jammers Artificially Flavored Drink Variety Pack Kool Aid makes it easy to enjoy quick hydration around the house or as drinks in school lunches Add our drink to your back to school supplies list and stock up your fridge with Kool-Aid Jammers Every box contains 10 Tropical Punch, 10 Grape and 10 Cherry flavored drink pouches Each drink pouch comes packed with flavors kids love Kool-Aid Jammers deliver fun fruit flavors in a convenient pouch Contains 55% less sugar than leading regular sodas (Per 12 fl. oz. this product 16 g total sugar, leading regular sodas 40 g total sugar) Perfect for school lunches or on-the-go snacks"
"Pirate's Booty Baked Puffs, Aged White Cheddar, 1 oz Individual Bags, 6 CT",,4.7,51 ratings,"Baked Rice and Corn Puffs. Ahoy matey! Drop anchor and discover our crunchy treasure, Pirate's Booty. These tasty puffs are baked to perfection with real, simple ingredients. Pirate's Booty Aged White Cheddar is a great-tasting snack made from rice and corn blended with real aged white cheddar cheese. We've created products for the whole family that are baked and delicious. Our Aged White Cheddar puffs are free from fryers, colors, preservatives, and ingredients you can't pronounce (and even easier to enjoy!), so you can be sure the only thing we add is fun. You've discovered the hidden treasure, so Get Hooked!! Baked rice and corn puffs made with real aged white cheddar cheese Always up to pirate standards, made without artificial colors, flavors, or preservatives Gluten free and kosher individual bags kids snack made for any matey"
"Lay's Classic Potato Chips, 1 oz Bags, 10 Count",,4.6,132 ratings,"It all starts with farm-grown potatoes, cooked and seasoned to perfection. So every LAY'S potato chip is perfectly crispy and full of fresh potato taste. Happiness in Every Bite.Single serve bags are perfect for packing in school lunches"
"Propel Powder Packets Berry With Electrolytes, Vitamins and No Sugar (10 Packets)",,4.7,106 ratings,"Mix up your workout with Propel Powder Packets Berry with Electrolytes, Vitamins and No Sugar. Propel Powder Packets are an easy and delicious way to hydrate your active lifestyle. Simply pour one powder packet into 16.9 ounces of water and shake. Containing Gatorade electrolytes and no sugar, Propel Fitness Water helps put back what you lose in sweat without adding back any calories. There’s more to sweat than just water, which is why Propel Water is a water with more. This is how Gatorade does water. Single box contains 10 individual packets Made with zero sugar"
"Great Value Cheddar Cheese Baked Snack Crackers, 21 Oz.",,4.4,180 ratings,"Snack time's a blast with Great Value Cheddar Cheese Crackers Family Size. These bite-size cheesy crackers are packed with flavor and dusted with the perfect amount of salt for a toasty sharp cheddar crunch that will have children and adults alike asking for more. They're perfectly sized for an on-the-go snack, child's lunch bag, or your desk at work for whenever you're craving a tasty crunch. Your friends will welcome this addition to the snack tables at parties. Crush them up and substitute them for breadcrumbs to jazz up the taste of meatballs, fried chicken, or side dish of macaroni and cheese, or simply enjoy them straight from the bag. This 21oz box provides about 20 servings. Keep everyone happy at mealtimes and any time in between with Great Value Cheddar Cheese Crackers Family Size. Great Value products provide families with affordable, high quality grocery and household consumable options. With our wide range of product categories spanning grocery and household consumables, we offer you a variety of products for your family's needs. Our products are conveniently available online and in Walmart stores nationwide, allowing you to stock up and save money at the same time.Cheddar cheese crackersKosherMade with real cheese21oz box contains approximately 20 servingsPerfect for adults and children"
"(4 pack) Campbell's Condensed 98% Fat Free Cream of Chicken Soup, 10.5 oz. Can",,4.7,70 ratings,"Campbell's Condensed 98% Fat Free Cream of Chicken Soup is a flavorful combination of creamy chicken stock and tender chicken meat blended with quality cream. Our 98% Fat Free soup is proven to be something the whole family will love. Savor a steamy bowl on its own or amp it up as a versatile recipe ingredient. Crafted with quality chicken stock, cream and tender chicken meat with no antibiotics Packaged in a non-BPA-lined, 10.5 oz. recyclable can 98% fat free Easy to prepare-just reconstitute with water For recipe ideas, visit CampbellsKitchen.com"
(30 Packets) Great Value Energy Acai Blueberry Sugar-Free Drink Mix,,4.7,126 ratings,"Great Value Sugar-Free Acai Blueberry Energy Drink Mix delivers a refreshing berry flavor in every sip. This drink mix makes it easy to enjoy a healthy beverage that will give you energy you need at the gym, in the office or on the go. It is great for health conscious individuals as it is sugar free and contains only five calories per serving. It also offers nutritional benefits as it is an excellent source of vitamin B6, vitamin B12, and biotin. Each packet contains 60mg of caffeine to give you the energy you need throughout your day. Just add to water to make this flavorful beverage come to life. Enjoy a revitalizing burst of energy and focus with Great Value Sugar-Free Acai Blueberry Energy Drink Mix.Great Value products provide families with affordable, high quality grocery and household consumable options. With our wide range of product categories spanning grocery and household consumables, we offer you a variety of products for your family's needs. Our products are conveniently available online and in Walmart stores nationwide, allowing you to stock up and save money at the same time.Great Value Sugar-Free Energy Drink Mix, Acai Blueberry, .88 oz, 10 CountGood source of 5 B vitamins5 calories per serving60mg caffeine per servingSugar-freeJust add water"
"Chex Mix Bold Party Blend Savory Snack Mix, 15 oz",,4.5,158 ratings,"When it comes to snacking, go from bland to BOLD with Chex Mix Bold Party Blend Savory Snack Mix. This party mix gives you a deliciously unpredictable combination of shapes, tastes and textures with a spicy bold finish. With 60% less fat than regular potato chips, this snack mix makes a great choice for school snacks, travel foods and more. Plus, a family'size snack bag means there's enough bold flavor to share. CHEX MIX: Loaded with fun, flavorful shapes of Chex, pretzels, rye chips, breadsticks and more. SNACK MIX: Endless taste and texture combinations make it the perfect snack for get-togethers of all shapes and sizes. 60% LESS FAT: Chex Mix contains 60% less fat than regular potato chips. PICK YOUR FLAVOR: Traditional, Cheddar, Bold and many more"
"Sensible Portions® Garden Veggie Halloween Ghosts and Bats Chips, Sea Salt, 0.5 oz. Bag (Pack of 12)",,4.8,75 ratings,"Sensible Portions Sea Salt Garden Veggie Ghosts and Bats Chips are packaged in individual-sized bags that are perfect for trick-or-treaters, classroom parties, or lunchbox treats. These spooktacular shapes have the crispy crunch and taste-bud-tantalizing flavor you want in a snack, but without all of the artificial flavors and artificial preservatives that you don't. Our seasonal chips are made with potatoes and vegetables grown in a sun-splashed garden, for a veggie snack that has 30% less fat than the leading brand of potato chips. *Our veggie chips contain 7g fat per serving compared to the leading potato chip brand at 10g of fat per serving. 12- 0.5 oz. bags of Sea Salt Garden Veggie Ghosts and Bats Chips Made with garden-grown potatoes and vegetables 30% less fat than the leading brand of potato chips* 0mg cholesterol and 0g trans fat per serving Certified Kosher, gluten-free and Non-GMO"
"(2 Pack) Ocean Spray Diet Juice, Cranberry, 101.4 Fl Oz, 1 Count",,4.7,322 ratings,"This Ocean Spray Diet Cranberry Juice Drink is made with real fruit juice and delivers the powerful taste of fresh cranberries. At just 5 calories per serving, not only does this beverage taste delicious, but it also makes a flavorful addition to a healthy, low-calorie diet. This Ocean Spray cranberry juice is sweetened with Splenda and contains PACT cranberry extract, which is an excellent source of antioxidants. It helps cleanse and purify your body while providing you with a tasty, refreshing treat. It is designed with a convenient handle for easy pouring and measuring. Enjoy it on its own or add your favorite mixer for a custom cocktail that is good for you, too.  Ocean Spray Diet Cranberry Juice Drink, 3 L: Made with real fruit juice Only 5 calories per serving Sweetened cranberry juice with Splenda Contains 7% fruit juice Pasteurized Helps cleanse and purify your body With PACT cranberry extract"
"Twizzlers, Strawberry Twists Chewy Candy, 16 Oz.",,4.7,337 ratings,"TWIZZLERS Strawberry Twists are a movie-theater treat worth more than the price of admission. Like watching a great story on the screen, you'll never want your bag of TWIZZLERS Twists to come to an end.  Twizzlers, Strawberry Twists Chewy Candy, 16 Oz.: Perfect for snacking at home, the office, or the movies Strawberry flavored twists Delicious on their own or as part of edible crafts A kosher and low fat snack"
"Great Value Walnuts Halves & Pieces, 16 oz",,4.6,248 ratings,"Great Value Walnuts Halves and Pieces, 16oz (1lb)Great Value Walnut Halves & Pieces are ready to be included in all your delicious recipes. Great as a snack to have around the house, they also add taste and texture to salads, ice cream, oatmeal, and baked goods. Make a house favorite of smoky, spicy walnuts or sweet, maple candied walnuts. At dessert time, delight your family with a glazed walnut butter cake or some brown sugar walnut bars. Broccoli walnut pasta or walnut crusted chicken are among the many dinner ideas this versatile nut brings. Walnuts also make the perfect vegan meat for tacos or meatballs. Sprinkle them liberally over your salad for a satisfying, flavorful crunch. Wherever you put them, our walnuts are a healthy, natural source of energy, and can help boost your metabolism. They are high in dietary fiber and have no cholesterol. These nuts come packed in a resealable bag that keeps them fresh and ready to use. For a perfect snack, and an irreplaceable recipe ingredient, you can rely on Great Value Walnuts Halves & Pieces.  Great Value products provide families with affordable, high quality grocery and household consumable options. With our wide range of product categories spanning grocery and household consumables, we offer you a variety of products for your family's needs. Our products are conveniently available online and in Walmart stores nationwide, allowing you to stock up and save money at the same time."
"Lipton Peach Iced Tea, 16.9 Fl Oz, (24 bottles)",,4.4,546 ratings,"For each purchase of a participating PEPSICO PRODUCT from April 2, 2018 through April 30, 2018, PEPSICO will donate $0.10 to Feeding America. Guaranteed minimum donation: $150,000. Maximum donation: $900,000. $1 helps provide at least 10 meals secured by Feeding America on behalf of local member food banks. Visit Walmart.com/FightHunger for details.Lipton Peach Iced Tea is perfectly infused with our unique blend of real tea and peach essence for a delicious taste that refreshes your body and mind. Enjoy the taste of sunshine from Lipton Iced Tea!"
"(8 Cans) Libby's Whole Kernel Sweet Corn, 15 Oz",,4.3,207 ratings,"This Libby's Whole Kernel Sweet Corn comes in 15 oz, 4-Count cans. It is a tasty addition to a balanced meal. Every kernel comes from tender ears picked at the peak of ripeness to ensure the freshest taste. Enjoy it alone as a side dish or add it to your favorite recipes, such as chowder, salsa, casseroles and more. This whole kernel corn is cholesterol-free and doesn't contain any saturated or trans fats. Keep plenty in your kitchen pantry for weekly menu planning.  Libby's Whole Kernel Sweet Corn: Canned sweet corn made with farm fresh goodness Libby's sweet corn is kosher 15 oz cans 4 cans per pack Cholesterol-free 60 calories per serving No saturated or trans fats"
"(6 pack) Great Value Quartered Artichoke Hearts, 13.75 oz",,4.1,79 ratings,"Great Value Artichoke Hearts are quarterly sliced to perfection and have a delicate flavor. This savory vegetable is packed with robust flavors that add a rich texture to any dish. Use them as a topping, as an ingredient for a recipe or simply season and enjoy as a side. Sprinkle them on top of homemade pizzas for a unique topping. Use it to make a delicious spinach and artichoke dip. grill them and homemade to pasta sauce. Sautee with garlic, parsley and olive oil fir a phenomenal side. These nutritional veggies are an excellent source of dietary fiber, protein, potassium and iron. These artichoke hearts are product of Peru, gluten-free and kosher. Great Value products provide families with affordable, high quality grocery and household consumable options. With our wide range of product categories spanning grocery and household consumables, we offer you a variety of products for your family's needs. Our products are conveniently available online and in Walmart stores nationwide, allowing you to stock up and save money at the same time.  Great Value Quartered Artichoke Hearts: Product of Peru Kosher Gluten-free Excellent source of dietary fiber, protein, potassium and iron Net weight 13.75 oz"
"(4 Pack) Sunny D Juice, Orange, 10 Fl Oz, 6 Count",,4.7,104 ratings,"Sunny D Orange Citrus Punch, 10 fl oz, 6 countSunny D Orange Citrus Punch: Orange-flavored citrus punch with other natural flavors Contains 5% juice 100% vitamin C 70 calories per bottle Kosher"
"Campbell's Creamy Tomato Sipping Soup, 11.1 oz. Cup",,4.8,53 ratings,"Shake up snack time with Campbell's Creamy Tomato Soup. Made with sun-ripened tomatoes and dairy cream, this luscious rendition of timeless tomato soup is packed in heat-and-go cups: Skip the spoon and just snap on the sipping lid to enjoy flavorful, comforting soup any time, anywhere. Enjoy the timeless comfort of classic cream-enriched tomato soup wherever you are Heat-and-go cup fits perfectly in your hand for take-anywhere convenience Excellent source of Vitamin C, no artificial colors or flavors, no MSG Skip the spoon: Just microwave, snap on the sipping lid and go! Ready in minutes-perfect for a quick snack at work or on the road"
"Great Value Sliced Almonds, 4 oz",,4.8,17 ratings,"Great Value Sliced Almonds provides you with great quality almonds at an even greater price. It comes in an easy to open, easy to carry reclosable pack that enables you to keep the almonds fresh for longer. These high quality almonds have a nutty flavor and a crunchy texture that you can enjoy by themselves or roasted and salted. They can also be used in your favorite trail mix and are great for topping on cereals, milkshakes, smoothies, and for baking your favorite cakes, cookies or breads. Great Value Sliced Almonds are powerhouse of nutrients that help in the development of brain and is an essential food for growing children.Great Value products provide families with affordable, high quality grocery and household consumable options. With our wide range of product categories spanning grocery and household consumables, we offer you a variety of products for your familyâs needs. Our products are conveniently available online and in Walmart stores nationwide, allowing you to stock up and save money at the same time.Great Value Sliced Almonds: Sliced almonds Nutty and crunchy Comes in a reclosable pack Rich in essential nutrients Net weight 4 oz"
"Pace Chunky Salsa Medium, 16 oz.",,4.7,146 ratings,"Pace Thick & Chunky Salsa Medium will thrill those looking for a kick in the salsa department. Add to any dish or keep it as a simple dipping sauce. Round Here, There's Only One Word For Salsa, Pace! Add on top of any dish! Gluten Free Ready to eat Great for parties Real Southwest flavor"
"Nature Valley Granola, Protein, Oats & Honey, 11 oz pack",,4.8,118 ratings,"Nature Valley Oats & Honey Protein Granola is filled with clusters of hearty whole grain oats sweetened with real honey to give you an easy energy boost with 14 grams of protein per serving. Enjoy this crunchy granola on your yogurt parfait for an easy snack, or pour a bowl and add milk for breakfast cereal. Fueled by nature, this whole grain granola can take you from breakfast time to snack time or anywhere in between. GET OUT THERE: Whether it's granola cereal, a yogurt parfait or an easy snack, Nature Valley Protein Granola delivers energy so you can get outside and keep going PROTEIN PACKED: 14 grams of protein per serving to keep your energy high and your hunger low REAL INGREDIENTS: Hearty 100% whole grain oats sweetened with real honey. No artificial flavors, no artificial colors, and no high fructose corn syrup ON-THE-GO SNACK: The same Oats & Honey flavor Nature Valley is known for, without the mess, for a protein snack that lasts"
"Maxwell House Original Roast Ground Coffee, Caffeinated, 30.6 oz Can",,4.6,645 ratings,"Maxwell House Original Roast Ground Coffee has a consistent signature taste that is good to the last drop. This rich and classic original roast coffee is exceptionally smooth and aromatic and is the perfect start to your day. Made with 100% pure coffee, this medium roast coffee is great served black or with cream and sugar. Brew a pot of this Kosher coffee in any drip coffee maker. The 30.6 ounce resealable canister of ground coffee locks in flavor in between uses. From lively light roasts to full bodied dark blends, Maxwell Houses signature taste is created through a process that isnt done the easy way, but the right way, for 125 years. One 30.6 oz. canister of Maxwell House Original Roast Ground Coffee Maxwell House Original Roast Ground Coffee has a consistently great taste Medium original roast coffee has an classic, robust flavor Great served black or with cream and sugar Perfect for use in automatic drip brewers Packaged in a resealable canister to lock in flavor Certified Kosher ground coffee"
QUEST NACHO FLAVORED PROTEIN CHIP,,4.6,180 ratings,QUEST NACHO FLAVORED PROTEIN CHIP
"Dunkin' Original Blend Ground Coffee, Medium Roast, 12-Ounce (Packaging May Vary)",,4.8,398 ratings,"Classic, quintessential, a masterpiece — whatever you want to call it, our Original Blend is everything you love about Dunkin' coffee in one delicious roast. Smooth and flavorful, Original Blend delivers our signature taste and easy drinkability in every cup. It's no frills. No fuss. Just great Dunkin' Medium roast coffee, specially blended and roasted to deliver the same great taste as the brewed Dunkin' coffee available in Dunkin' shops For a limited time, you may receive either bag while we update our packaging. Both contain the same great Dunkin' Coffee. Original Blend is the coffee that made Dunkin' famous, featuring a rich, smooth taste unmatched by others Pre-ground, ready to brew at home sweet home Enjoy the great taste of Dunkin' at home"
"(3 Pack) Krusteaz Wild Blueberry Supreme Muffin Mix, 17.1-Ounces",,4.6,124 ratings,"Krusteaz Wild Blueberry Supreme Muffin Mix brings the bright taste of natural blueberries into the comfort of your home. This mix makes moist, fluffy muffins with real wild Maine blueberries, and the flavor and silky texture ensures these tasty muffins will be an all-around favorite. Every bite is filled with our big, juicy, delicious blueberries, all fluffy and wrapped up only like Krusteaz can.The Krusteaz story began in 1932 when a group of women from a Seattle bridge club created an easy-as-pie, just-add-water crust that was an industry first. They called it 'Crust Ease'. Since them, Krusteaz, still a Seattle-based, family-owned business, has come to stand for home-baked goodness, fresh from the oven in minutes. Our product line includes pancakes, waffles, muffins and quick breads, cookies, dessert bars, cornbread, crumb cakes and more. One bite and you?ll know why Krusteaz is a such a cherished tradition, from our family to yours. An explosion of wild blueberry flavor in every bite Has a fluffy muffin texture with bright blueberry flavor Made with real wild Maine blueberries Perfect for brunch, dessert, or as a quick snack No artificial flavors, colors, or preservatives"
"(4 Pack) Progresso Traditional Split Pea With Ham Soup, 19 oz",,4.4,193 ratings,"Progresso Traditional Split Pea with Ham Soup 19 oz Can. No Artificial Flavors. No Artificial Flavors; No Colors from Artificial Sources; No MSG Added; Made in the USA; Gluten Free; Good Source of Fiber Progresso Traditional Split Pea with Ham Soup 19 oz Can. No Artificial Flavors. No Artificial Flavors; No Colors from Artificial Sources; No MSG Added; Gluten Free; Good Source of Fiber This traditional split pea with ham soup is packed with classic flavors and quality ingredients for the whole family to enjoy Made with no artificial flavors or added MSG Stock your pantry with quality canned soup you can feel good about Instant soups that are ready-to-serve in under 5 minutes; About 2 servings per container Try all the delicious options: Traditional, Light, Vegetable Classics, Rich & Hearty, Reduced Sodium"
"Cheez-It, Baked Snack Cheese Crackers, White Cheddar, Family Size, 21 Oz",,4.8,633 ratings,"Make snack time more fun with the salty, delicious taste of Cheez-It White Cheddar Baked Snack Crackers. Cheez-It Baked Snack Crackers are made with 100% real cheese that's been carefully aged for a one-of-a-kind taste in every crunchy bite. A baked snack, Cheez-It crackers are perfect for game time, party spreads, school lunches, late-night snacking and more - the cheesy options are endless. You'll love the smooth, creamy flavor of real cheese in every perfectly toasted handful of Cheez-It White Cheddar Baked Snack Crackers.  Cheez-It, Baked Snack Cheese Crackers, White Cheddar, Family Size, 21 Oz Light and crispy bite-sized snack crackers made with white cheddar cheese and a dusting of salt Our cheesy baked crackers are packed for convenience and make a delicious anytime snack Made with 100% real cheese aged for a bold taste; A classic, family-favorite snack that’s perfect for kids and adults A travel-ready food; Makes a tasty bite at home or on the go; Ideal for gatherings, parties, snack spreads, and more; Stow in lunchboxes, totes, and backpacks Includes 1, 21-ounce box of ready-to-eat snack crackers; Packaged for freshness and great taste"
